R,signal_ts,entry_ts,exit_ts,side,lane
0.0927269063209398,1619740800,1619741160,1619741520,-1,FAST191
-1.0082662209554427,1619756400,1619761200,1619762220,-1,FAST191
-1.0089007472653224,1619762700,1619762940,1619766480,-1,FAST191
0.0939157405127826,1619829300,1619830320,1619831580,-1,FAST191
0.0946415246171052,1619833800,1619834760,1619839080,-1,FAST191
-1.007470290015257,1619854800,1619854920,1619858880,1,FAST191
-1.010751592442003,1619919000,1619919180,1619920920,-1,FAST191
-1.0110839362164614,1619926800,1619926860,1619927520,1,FAST191
-1.0069778197588564,1619940600,1619941980,1619943300,1,FAST191
1.1067141624386527,1620003900,1620004080,1620006600,1,FAST191
1.3585496337341922,1620008400,1620008760,1620027300,1,FAST191
0.09154734776608332,1620028500,1620028620,1620040620,-1,FAST191
2.29789126595312,1620086400,1620086460,1620089520,-1,FAST191
0.09633882986445369,1620091500,1620093240,1620106740,1,FAST191
1.0635501705718913,1620112500,1620112560,1620116400,-1,FAST191
1.7562425021092338,1620173700,1620173760,1620181380,1,FAST191
-1.003875806084929,1620183600,1620185520,1620190440,1,FAST191
-1.0054030976294333,1620190500,1620192240,1620195480,1,FAST191
0.09364943833013802,1620259200,1620259560,1620274740,-1,FAST191
0.09335759932685074,1620281100,1620281400,1620283020,-1,FAST191
0.09357133526902497,1620289800,1620290100,1620291840,-1,FAST191
0.09309788731535312,1620346200,1620346260,1620348000,1,FAST191
-1.0047856763919227,1620354600,1620356580,1620360420,1,FAST191
0.09514765663864111,1620360600,1620360840,1620366780,1,FAST191
-1.005799423392668,1620435000,1620435060,1620442140,-1,FAST191
0.09269786422864351,1620447000,1620447240,1620448440,1,FAST191
-1.0072044370398419,1620461700,1620461760,1620463680,1,FAST191
0.09311668537411225,1620521100,1620521280,1620524400,-1,FAST191
0.09434851445317874,1620533400,1620533580,1620533760,-1,FAST191
0.0946208141393804,1620541500,1620542340,1620552000,-1,FAST191
0.09263258051807415,1620611700,1620615000,1620624180,1,FAST191
0.09326579200966438,1620635100,1620638280,1620639300,-1,FAST191
0.09347829163434421,1620641700,1620643680,1620645600,-1,FAST191
-1.0040961730515026,1620692700,1620692760,1620694560,1,FAST191
0.09620443758333513,1620694800,1620694920,1620700080,1,FAST191
0.09648109973599009,1620701400,1620705780,1620721680,1,FAST191
0.6411616539634554,1620777600,1620777780,1620778500,1,FAST191
-1.0067097525128366,1620789000,1620789660,1620790860,-1,FAST191
0.09325685730943313,1620797700,1620798420,1620800280,-1,FAST191
-0.050584035050052434,1620864000,1620865860,1620866400,1,FAST191
0.0961226216239205,1620885900,1620886440,1620892860,-1,FAST191
-1.0048771631247042,1620896400,1620896460,1620898740,1,FAST191
