flow_id,signal_time,passage_time,side,signal_close,entry,atr14,frozen_residual12_atr,time_only_net_atr,post_mae_atr,post_mfe_atr,time_to_mae_h,time_to_mfe_h,fp_fav05_time,fp_fav10_time,fp_fav15_time,mae_ge_05,mae_ge_10,mae_ge_15,mae_ge_20,wick_origin_any,origin_close1_trigger,origin_close1_time,origin_close1_net_atr,origin_close2_trigger,origin_close2_time,origin_close2_net_atr,entry_close2_trigger,entry_close2_time,entry_close2_net_atr,hard_sl15_trigger,hard_sl15_time,hard_sl15_net_atr
550,2021-11-17 09:30:00+00:00,2021-11-17 09:45:00+00:00,-1,59303.75,59131.49464285714,344.51071428571385,-2.386704746897774,-2.4725242761473307,4.984911313145978,2.3070825083192514,2.0,0.75,2021-11-17 09:45:00+00:00,2021-11-17 10:30:00+00:00,2021-11-17 10:30:00+00:00,True,True,True,True,True,True,2021-11-17 10:30:00+00:00,-2.0693437820718774,True,2021-11-17 10:45:00+00:00,-4.088265026486839,True,2021-11-17 10:45:00+00:00,-4.088265026486839,True,2021-11-17 10:30:00+00:00,-1.585819529249566
553,2021-11-18 21:30:00+00:00,2021-11-18 21:45:00+00:00,-1,57684.52,57527.322857142855,314.394285714286,1.0172349551972824,0.9257458196259344,0.6880441302095671,6.117550300805165,0.0,5.75,2021-11-18 22:00:00+00:00,2021-11-18 22:00:00+00:00,2021-11-18 22:00:00+00:00,True,False,False,False,True,False,2021-11-19 09:30:00+00:00,0.9257458196259344,False,2021-11-19 09:30:00+00:00,0.9257458196259344,False,2021-11-19 09:30:00+00:00,0.9257458196259344,False,2021-11-19 09:30:00+00:00,0.9257458196259344
556,2021-11-20 11:45:00+00:00,2021-11-20 12:00:00+00:00,1,58655.29,58742.01107142857,173.4421428571425,5.617313719272409,5.447971914265387,7.898951482379884,6.525685798887243,4.25,11.75,2021-11-20 12:15:00+00:00,2021-11-20 18:15:00+00:00,2021-11-20 18:15:00+00:00,True,True,True,True,True,True,2021-11-20 12:15:00+00:00,-0.838850780828511,True,2021-11-20 12:30:00+00:00,-1.3818560645995532,True,2021-11-20 12:30:00+00:00,-1.3818560645995532,True,2021-11-20 12:45:00+00:00,-1.6693418050070146
561,2021-11-23 03:30:00+00:00,2021-11-23 04:45:00+00:00,-1,57028.06,56837.036428571424,382.0471428571426,-0.783132597697388,-0.8575174445562275,2.457716512173156,4.154032972744566,10.25,4.75,2021-11-23 05:00:00+00:00,2021-11-23 05:30:00+00:00,2021-11-23 06:30:00+00:00,True,True,True,True,True,True,2021-11-23 10:15:00+00:00,-1.5310992388747957,True,2021-11-23 10:30:00+00:00,-1.4519467034734108,True,2021-11-23 10:30:00+00:00,-1.4519467034734108,True,2021-11-23 10:15:00+00:00,-1.5743848468588388
564,2021-11-24 15:30:00+00:00,2021-11-24 15:45:00+00:00,1,56648.36,56820.565,344.4100000000004,2.698658575534969,2.6161688612409586,0.883351238349642,4.496893237710846,1.75,9.0,2021-11-24 15:45:00+00:00,2021-11-24 15:45:00+00:00,2021-11-24 20:45:00+00:00,True,False,False,False,True,True,2021-11-24 16:30:00+00:00,-0.6569358685868613,True,2021-11-24 16:45:00+00:00,-0.6027562570773343,True,2021-11-24 16:00:00+00:00,-0.3454466551493922,False,2021-11-25 03:30:00+00:00,2.6161688612409586
566,2021-11-25 15:30:00+00:00,2021-11-25 15:45:00+00:00,1,58718.02,58845.07857142857,254.11714285714385,-2.7993726178027867,-2.9151559882393676,3.0894356933247575,2.3789871937576796,11.25,0.5,2021-11-25 15:45:00+00:00,2021-11-25 15:45:00+00:00,2021-11-25 16:00:00+00:00,True,True,True,True,True,True,2021-11-25 22:00:00+00:00,-0.8385939977063168,True,2021-11-26 01:45:00+00:00,-0.883651957477418,True,2021-11-25 19:30:00+00:00,-0.2067594107329416,True,2021-11-26 02:15:00+00:00,-1.6157833704365854
567,2021-11-26 03:30:00+00:00,2021-11-26 03:45:00+00:00,-1,58133.71,58006.95071428571,253.5185714285721,14.045758834235832,13.931355083876602,0.607289970303694,17.777595893228387,0.0,8.25,2021-11-26 04:00:00+00:00,2021-11-26 04:30:00+00:00,2021-11-26 05:15:00+00:00,True,False,False,False,True,False,2021-11-26 15:30:00+00:00,13.931355083876602,False,2021-11-26 15:30:00+00:00,13.931355083876602,False,2021-11-26 15:30:00+00:00,13.931355083876602,False,2021-11-26 15:30:00+00:00,13.931355083876602
568,2021-11-26 15:30:00+00:00,2021-11-26 16:00:00+00:00,-1,54446.09,54272.63392857143,346.9121428571431,-0.6063093372756027,-0.6845317850135024,1.1562180214422304,2.140697418242984,1.5,7.75,2021-11-26 16:15:00+00:00,2021-11-26 22:00:00+00:00,2021-11-26 23:15:00+00:00,True,True,False,False,True,True,2021-11-26 17:00:00+00:00,-0.6504885834618606,True,2021-11-27 03:15:00+00:00,-0.9721262150565051,True,2021-11-26 16:30:00+00:00,-0.4969626804440056,False,2021-11-27 03:30:00+00:00,-0.6845317850135024
571,2021-11-28 03:30:00+00:00,2021-11-28 03:45:00+00:00,1,54132.41,54272.516428571435,280.2128571428579,0.445031583133212,0.34818999459592687,1.11910078562727,2.5009686513823386,1.0,7.0,2021-11-28 05:45:00+00:00,2021-11-28 06:45:00+00:00,2021-11-28 08:15:00+00:00,True,True,False,False,True,True,2021-11-28 04:00:00+00:00,-0.9623494422607562,True,2021-11-28 04:45:00+00:00,-0.7425879344274199,True,2021-11-28 04:00:00+00:00,-0.9623494422607562,False,2021-11-28 15:30:00+00:00,0.34818999459592687
573,2021-11-29 04:15:00+00:00,2021-11-29 04:30:00+00:00,1,57339.26,57455.662142857145,232.80428571428533,-1.527687266434716,-1.6510863309462924,3.1814798451182327,1.1032350901738348,5.25,3.0,2021-11-29 07:00:00+00:00,2021-11-29 07:15:00+00:00,,True,True,True,True,True,True,2021-11-29 04:45:00+00:00,-0.7944010711020533,True,2021-11-29 05:00:00+00:00,-0.9393726290630631,True,2021-11-29 05:00:00+00:00,-0.9393726290630631,True,2021-11-29 09:30:00+00:00,-1.6233990645115832
577,2021-12-01 04:15:00+00:00,2021-12-01 04:45:00+00:00,-1,57206.25,57075.997142857144,260.5057142857139,-6.740515700231431,-6.85006415543395,7.769514241530216,1.4049486164273963,11.5,1.25,2021-12-01 05:15:00+00:00,2021-12-01 05:45:00+00:00,,True,True,True,True,True,True,2021-12-01 07:30:00+00:00,-0.7726542823299611,True,2021-12-01 12:15:00+00:00,-0.8351097261370773,True,2021-12-01 07:15:00+00:00,-0.490318824922956,True,2021-12-01 08:15:00+00:00,-1.6095484552025312
580,2021-12-02 16:15:00+00:00,2021-12-02 16:45:00+00:00,-1,56300.73,56096.45464285715,408.5507142857142,-1.413277071739634,-1.481930059828191,2.8088198527547594,0.1382806121289524,3.75,0.0,,,,True,True,True,True,True,True,2021-12-02 16:45:00+00:00,-0.748508260471232,True,2021-12-02 17:00:00+00:00,-1.0287917014149213,True,2021-12-02 17:00:00+00:00,-1.0287917014149213,True,2021-12-02 18:45:00+00:00,-1.5686529880885576
581,2021-12-03 04:15:00+00:00,2021-12-03 04:45:00+00:00,-1,56673.85,56561.188214285714,225.3235714285713,4.9109740595271045,4.78546302698026,4.920975549447941,6.928650226816675,8.75,11.25,2021-12-03 14:45:00+00:00,2021-12-03 14:45:00+00:00,2021-12-03 14:45:00+00:00,True,True,True,True,True,True,2021-12-03 05:30:00+00:00,-1.8255186406532762,True,2021-12-03 05:45:00+00:00,-1.0202322746970292,True,2021-12-03 05:00:00+00:00,-0.40693647468877636,True,2021-12-03 05:30:00+00:00,-1.6255110325468318
582,2021-12-03 16:15:00+00:00,2021-12-03 16:45:00+00:00,-1,55454.63,55264.6725,379.9149999999999,7.725866312201418,7.653133368648254,0.3131687351118037,12.26767171604175,0.0,3.5,2021-12-03 16:45:00+00:00,2021-12-03 17:00:00+00:00,2021-12-03 17:00:00+00:00,False,False,False,False,False,False,2021-12-04 04:15:00+00:00,7.653133368648254,False,2021-12-04 04:15:00+00:00,7.653133368648254,False,2021-12-04 04:15:00+00:00,7.653133368648254,False,2021-12-04 04:15:00+00:00,7.653133368648254
583,2021-12-04 04:15:00+00:00,2021-12-04 04:30:00+00:00,-1,52329.5,52147.786785714285,363.4264285714276,10.725875938733935,10.654131312193293,0.9690633002946253,30.97985149283514,0.0,0.75,2021-12-04 04:30:00+00:00,2021-12-04 04:45:00+00:00,2021-12-04 04:45:00+00:00,True,False,False,False,True,False,2021-12-04 16:15:00+00:00,10.654131312193293,False,2021-12-04 16:15:00+00:00,10.654131312193293,False,2021-12-04 16:15:00+00:00,10.654131312193293,False,2021-12-04 16:15:00+00:00,10.654131312193293
585,2021-12-05 04:15:00+00:00,2021-12-05 04:30:00+00:00,1,48971.59,49106.94285714285,270.70571428571515,-3.0126916947238125,-3.103393405595924,4.994142294742802,2.065184121924722,11.25,7.75,2021-12-05 05:30:00+00:00,2021-12-05 05:45:00+00:00,2021-12-05 06:15:00+00:00,True,True,True,True,True,True,2021-12-05 04:45:00+00:00,-0.7249064878043295,True,2021-12-05 05:00:00+00:00,-0.6416426377615811,True,2021-12-05 05:00:00+00:00,-0.6416426377615811,True,2021-12-05 15:00:00+00:00,-1.590701710872101
590,2021-12-07 19:30:00+00:00,2021-12-07 19:45:00+00:00,-1,50943.9,50823.735714285714,240.3285714285708,1.3054865362896162,1.1997485139392623,0.7328062771206036,3.3776080366165466,0.25,2.5,2021-12-07 20:15:00+00:00,2021-12-07 20:15:00+00:00,2021-12-07 20:15:00+00:00,True,False,False,False,True,False,2021-12-08 07:30:00+00:00,1.1997485139392623,False,2021-12-08 07:30:00+00:00,1.1997485139392623,False,2021-12-08 07:30:00+00:00,1.1997485139392623,False,2021-12-08 07:30:00+00:00,1.1997485139392623
591,2021-12-08 10:00:00+00:00,2021-12-08 10:15:00+00:00,-1,50274.01,50198.05857142857,151.9028571428571,-1.9980626716322551,-2.163293462927444,6.665716811496072,10.959165632170917,5.0,2.0,2021-12-08 10:30:00+00:00,2021-12-08 10:30:00+00:00,2021-12-08 10:30:00+00:00,True,True,True,True,True,True,2021-12-08 14:15:00+00:00,-0.811640150660207,True,2021-12-08 15:00:00+00:00,-4.792802923861126,True,2021-12-08 15:00:00+00:00,-4.792802923861126,True,2021-12-08 14:45:00+00:00,-1.6652307912952127
592,2021-12-09 06:15:00+00:00,2021-12-09 06:30:00+00:00,-1,49683.38,49587.56357142857,191.6328571428572,8.965130495068657,8.835748810970342,3.8899197125455878,10.069690554110155,1.0,11.75,2021-12-09 06:30:00+00:00,2021-12-09 07:00:00+00:00,2021-12-09 07:00:00+00:00,True,True,True,True,True,True,2021-12-09 07:30:00+00:00,-2.5859876941025925,True,2021-12-09 07:45:00+00:00,-2.2184619939169683,True,2021-12-09 07:45:00+00:00,-2.2184619939169683,True,2021-12-09 07:30:00+00:00,-1.629381684098299
593,2021-12-09 18:15:00+00:00,2021-12-09 18:30:00+00:00,-1,47869.55,47693.91321428572,351.2735714285716,-1.3121020856759826,-1.3799892213638771,3.1085936276772235,1.0846908087510307,7.75,2.0,2021-12-09 18:45:00+00:00,2021-12-09 20:30:00+00:00,,True,True,True,True,True,True,2021-12-09 21:30:00+00:00,-1.2469590027511877,True,2021-12-09 21:45:00+00:00,-0.8169522721403412,True,2021-12-09 19:30:00+00:00,-0.2868810822049307,True,2021-12-09 22:00:00+00:00,-1.5678871356878932
594,2021-12-10 09:15:00+00:00,2021-12-10 09:30:00+00:00,1,47900.23,48036.645000000004,272.82999999999964,0.8612139427482198,0.7731799197302232,2.988399369570815,7.886870945277268,6.75,4.0,2021-12-10 09:30:00+00:00,2021-12-10 09:30:00+00:00,2021-12-10 09:45:00+00:00,True,True,True,True,True,True,2021-12-10 16:00:00+00:00,-1.3434861360554264,True,2021-12-10 16:15:00+00:00,-1.437683988197802,True,2021-12-10 16:00:00+00:00,-1.3434861360554264,True,2021-12-10 16:00:00+00:00,-1.5880340230180083
597,2021-12-11 23:30:00+00:00,2021-12-11 23:45:00+00:00,1,49228.41,49362.72678571429,268.6335714285711,-0.4459859021981733,-0.5378633368077186,2.779126904147174,1.1980007285548369,10.25,0.5,2021-12-12 00:00:00+00:00,2021-12-12 00:15:00+00:00,,True,True,True,True,True,True,2021-12-12 01:15:00+00:00,-0.6374041345486593,True,2021-12-12 02:00:00+00:00,-0.9255289567307666,True,2021-12-12 00:45:00+00:00,-0.2896069493228989,True,2021-12-12 04:45:00+00:00,-1.5918774346095492
599,2021-12-13 01:15:00+00:00,2021-12-13 01:30:00+00:00,-1,48987.13,48850.06642857142,274.12714285714327,1.775148653648711,1.6860475418080116,1.748763608127623,2.815724194716723,4.25,6.5,2021-12-13 01:45:00+00:00,2021-12-13 01:45:00+00:00,2021-12-13 02:30:00+00:00,True,True,True,False,True,True,2021-12-13 01:30:00+00:00,-0.6214583600415022,True,2021-12-13 04:45:00+00:00,-0.6761774945411347,True,2021-12-13 03:30:00+00:00,-0.8000616150482995,True,2021-12-13 05:45:00+00:00,-1.5891011118407044
600,2021-12-13 14:45:00+00:00,2021-12-13 15:00:00+00:00,-1,47941.52,47819.16107142857,244.71785714285733,3.3317596065439745,3.2340569672071293,0.526316019906305,9.068243312269221,0.0,4.5,2021-12-13 15:00:00+00:00,2021-12-13 15:15:00+00:00,2021-12-13 15:15:00+00:00,True,False,False,False,True,False,2021-12-14 02:45:00+00:00,3.2340569672071293,False,2021-12-14 02:45:00+00:00,3.2340569672071293,False,2021-12-14 02:45:00+00:00,3.2340569672071293,False,2021-12-14 02:45:00+00:00,3.2340569672071293
601,2021-12-14 06:30:00+00:00,2021-12-14 06:45:00+00:00,1,46462.64,46578.188571428575,231.0971428571429,-0.3474667424954413,-0.44824295287079363,0.8217694476039943,5.973381632955835,0.0,5.5,2021-12-14 06:45:00+00:00,2021-12-14 07:00:00+00:00,2021-12-14 07:45:00+00:00,True,False,False,False,True,False,2021-12-14 18:30:00+00:00,-0.44824295287079363,False,2021-12-14 18:30:00+00:00,-0.44824295287079363,False,2021-12-14 18:30:00+00:00,-0.44824295287079363,False,2021-12-14 18:30:00+00:00,-0.44824295287079363
602,2021-12-14 19:00:00+00:00,2021-12-14 19:30:00+00:00,1,46850.02,47029.542499999996,359.0450000000004,3.3870336587335914,3.321541112534647,0.8537439596707753,4.887096324973207,0.25,4.75,2021-12-14 20:15:00+00:00,2021-12-14 20:30:00+00:00,2021-12-14 20:30:00+00:00,True,False,False,False,True,True,2021-12-14 19:45:00+00:00,-0.5822035434277009,False,2021-12-15 07:00:00+00:00,3.321541112534647,True,2021-12-14 19:45:00+00:00,-0.5822035434277009,False,2021-12-15 07:00:00+00:00,3.321541112534647
605,2021-12-16 13:00:00+00:00,2021-12-16 13:15:00+00:00,1,48524.73,48649.853214285715,250.24642857142783,-2.872900997588109,-2.9701048887525334,5.159686880075357,2.528414848221052,10.75,0.5,2021-12-16 13:15:00+00:00,2021-12-16 13:45:00+00:00,2021-12-16 13:45:00+00:00,True,True,True,True,True,True,2021-12-16 15:00:00+00:00,-1.1224461523641,True,2021-12-16 16:15:00+00:00,-0.7418213396794595,True,2021-12-16 14:45:00+00:00,-0.5276324687094209,True,2021-12-16 15:00:00+00:00,-1.597203891164425
606,2021-12-17 01:00:00+00:00,2021-12-17 01:15:00+00:00,-1,47930.92,47805.215,251.40999999999983,3.170975697068521,3.0759014856210856,0.7111292311364051,4.396066186706962,0.0,6.5,2021-12-17 02:00:00+00:00,2021-12-17 06:00:00+00:00,2021-12-17 06:45:00+00:00,True,False,False,False,True,False,2021-12-17 13:00:00+00:00,3.0759014856210856,False,2021-12-17 13:00:00+00:00,3.0759014856210856,True,2021-12-17 04:45:00+00:00,-0.4904642118452177,False,2021-12-17 13:00:00+00:00,3.0759014856210856
607,2021-12-17 14:45:00+00:00,2021-12-17 15:00:00+00:00,-1,45940.29,45789.06892857143,302.44214285714145,0.3712410165816956,0.2955421267113777,5.425603244067945,1.375333889126391,1.5,0.25,2021-12-17 15:00:00+00:00,2021-12-17 15:15:00+00:00,,True,True,True,True,True,True,2021-12-17 15:30:00+00:00,-1.748253735070924,True,2021-12-17 15:45:00+00:00,-2.38397863168635,True,2021-12-17 15:30:00+00:00,-1.748253735070924,True,2021-12-17 15:30:00+00:00,-1.5756988898703188
610,2021-12-19 03:00:00+00:00,2021-12-19 03:15:00+00:00,1,47394.15,47497.53964285715,206.779285714287,-1.1972168392108906,-1.3120676558165876,3.3733535757588338,4.660188054205425,7.0,10.75,2021-12-19 03:15:00+00:00,2021-12-19 03:15:00+00:00,2021-12-19 03:15:00+00:00,True,True,True,True,True,True,2021-12-19 09:00:00+00:00,-1.4150760394969226,True,2021-12-19 09:15:00+00:00,-2.0885961143869687,True,2021-12-19 09:00:00+00:00,-1.4150760394969226,True,2021-12-19 09:15:00+00:00,-1.6148508166056994
611,2021-12-19 17:00:00+00:00,2021-12-19 17:15:00+00:00,-1,47206.09,47023.04321428571,366.0935714285707,0.2261804651816121,0.16195775426266273,1.4388310170506933,2.248177183428897,5.5,7.0,2021-12-19 19:15:00+00:00,2021-12-19 19:15:00+00:00,2021-12-19 19:15:00+00:00,True,True,False,False,True,True,2021-12-19 22:45:00+00:00,-0.7726666879662089,False,2021-12-20 05:00:00+00:00,0.16195775426266273,True,2021-12-19 17:30:00+00:00,-0.2154594166011643,False,2021-12-20 05:00:00+00:00,0.16195775426266273
613,2021-12-20 19:00:00+00:00,2021-12-20 19:30:00+00:00,-1,46494.13,46384.90892857143,218.4421428571425,-9.734802285011744,-9.840974354928917,11.055975920397376,0.08656263999293905,9.0,0.0,,,,True,True,True,True,True,True,2021-12-20 19:45:00+00:00,-0.9063888648187283,True,2021-12-20 20:00:00+00:00,-1.5384555447830204,True,2021-12-20 19:45:00+00:00,-0.9063888648187283,True,2021-12-20 20:00:00+00:00,-1.6061720699171673
614,2021-12-21 07:00:00+00:00,2021-12-21 07:15:00+00:00,1,48511.4,48658.07928571429,293.35857142857225,-0.4474363407044593,-0.5303691131282603,1.2353799104947236,2.1840190697878095,8.25,5.25,2021-12-21 08:00:00+00:00,2021-12-21 08:00:00+00:00,2021-12-21 12:15:00+00:00,True,True,False,False,True,True,2021-12-21 07:30:00+00:00,-0.7868129580571971,True,2021-12-21 15:30:00+00:00,-0.8628973209285722,True,2021-12-21 07:45:00+00:00,-0.36824669833603496,False,2021-12-21 19:00:00+00:00,-0.5303691131282603
616,2021-12-22 14:45:00+00:00,2021-12-22 15:00:00+00:00,-1,48787.37,48685.747142857144,203.24571428571497,1.7067869995501663,1.5870163384221865,2.7762103576248145,3.2755777665317103,1.0,9.5,2021-12-22 18:30:00+00:00,2021-12-23 00:00:00+00:00,2021-12-23 00:00:00+00:00,True,True,True,True,True,True,2021-12-22 15:30:00+00:00,-0.7749522850596114,True,2021-12-22 15:45:00+00:00,-0.9693475279745647,True,2021-12-22 15:45:00+00:00,-0.9693475279745647,True,2021-12-22 16:00:00+00:00,-1.6197706611279914
617,2021-12-23 02:45:00+00:00,2021-12-23 03:00:00+00:00,-1,48338.85,48227.379642857144,222.94071428571365,-1.570239685758852,-1.6784015793756693,2.792762009118378,0.8672693252850825,10.0,4.75,2021-12-23 07:45:00+00:00,,,True,True,True,True,True,True,2021-12-23 03:15:00+00:00,-0.6536896924871086,True,2021-12-23 03:30:00+00:00,-0.7569906981997051,True,2021-12-23 03:15:00+00:00,-0.6536896924871086,True,2021-12-23 04:15:00+00:00,-1.6081618936168183
618,2021-12-23 17:30:00+00:00,2021-12-23 17:45:00+00:00,1,49751.16,49860.49535714286,218.67071428571424,4.987154527845171,4.873146359170158,0.6518721887770347,7.492428276044528,0.0,8.25,2021-12-23 17:45:00+00:00,2021-12-23 17:45:00+00:00,2021-12-23 17:45:00+00:00,True,False,False,False,True,False,2021-12-24 05:30:00+00:00,4.873146359170158,False,2021-12-24 05:30:00+00:00,4.873146359170158,False,2021-12-24 05:30:00+00:00,4.873146359170158,False,2021-12-24 05:30:00+00:00,4.873146359170158
619,2021-12-24 22:15:00+00:00,2021-12-24 22:30:00+00:00,-1,50871.3,50748.69464285715,245.2107142857141,0.0682051879578885,-0.03527457798685299,1.52626021351896,1.1365516538254423,4.0,0.75,2021-12-24 22:45:00+00:00,2021-12-24 23:15:00+00:00,,True,True,True,False,True,True,2021-12-25 00:15:00+00:00,-0.6434861744272303,True,2021-12-25 00:30:00+00:00,-0.7588563371153011,True,2021-12-24 23:45:00+00:00,-0.3475774079144736,True,2021-12-25 02:30:00+00:00,-1.603479765944735
623,2021-12-26 23:45:00+00:00,2021-12-27 00:00:00+00:00,1,50765.73,50891.493214285714,251.5264285714277,-0.5026637359891285,-0.6038290360002042,1.7552557669316262,0.9601646518258555,1.0,3.75,2021-12-27 03:15:00+00:00,,,True,True,True,False,True,True,2021-12-27 00:30:00+00:00,-1.1638497097720641,True,2021-12-27 00:45:00+00:00,-1.1895726528311337,True,2021-12-27 00:30:00+00:00,-1.1638497097720641,True,2021-12-27 01:00:00+00:00,-1.6011653000110706
625,2021-12-28 00:45:00+00:00,2021-12-28 01:00:00+00:00,-1,50346.01,50211.64428571429,268.7314285714284,4.183077103002498,4.089653634536903,0.4999627881262064,6.164683805392553,0.0,3.25,2021-12-28 01:15:00+00:00,2021-12-28 01:30:00+00:00,2021-12-28 01:30:00+00:00,False,False,False,False,False,False,2021-12-28 12:45:00+00:00,4.089653634536903,False,2021-12-28 12:45:00+00:00,4.089653634536903,False,2021-12-28 12:45:00+00:00,4.089653634536903,False,2021-12-28 12:45:00+00:00,4.089653634536903
626,2021-12-28 12:45:00+00:00,2021-12-28 13:00:00+00:00,-1,49087.52,48997.60142857143,179.83714285714294,6.928331982905167,6.7921042808572825,1.5402189282366507,9.495265557726816,0.5,6.0,2021-12-28 14:00:00+00:00,2021-12-28 14:00:00+00:00,2021-12-28 14:30:00+00:00,True,True,True,False,True,True,2021-12-28 13:15:00+00:00,-0.8472519620927055,True,2021-12-28 13:30:00+00:00,-1.5401010477733923,True,2021-12-28 13:15:00+00:00,-0.8472519620927055,True,2021-12-28 13:30:00+00:00,-1.6362277020478673
628,2021-12-29 12:45:00+00:00,2021-12-29 13:00:00+00:00,1,46810.0,46950.491428571426,280.9828571428573,-0.9949768160741844,-1.0785237126820097,3.809810461238091,3.8774912551858858,11.25,2.0,2021-12-29 13:45:00+00:00,2021-12-29 13:45:00+00:00,2021-12-29 13:45:00+00:00,True,True,True,True,True,True,2021-12-29 13:15:00+00:00,-1.1422286667208987,True,2021-12-29 23:30:00+00:00,-2.4954073049702865,True,2021-12-29 13:15:00+00:00,-1.1422286667208987,True,2021-12-29 23:15:00+00:00,-1.5835468966078208
629,2021-12-30 00:45:00+00:00,2021-12-30 01:00:00+00:00,-1,46670.92,46492.01857142857,357.802857142857,-2.7938050482708072,-2.858773811995444,3.359619423305735,0.7516110228298136,11.25,1.0,2021-12-30 02:00:00+00:00,,,True,True,True,True,True,True,2021-12-30 01:30:00+00:00,-0.6934193869728739,True,2021-12-30 04:15:00+00:00,-0.8813720504507668,True,2021-12-30 01:15:00+00:00,-0.23531795841286324,True,2021-12-30 07:00:00+00:00,-1.5649687637246434
630,2021-12-30 13:00:00+00:00,2021-12-30 13:30:00+00:00,1,47425.76,47522.986071428575,194.45214285714297,-3.020157365198216,-3.1423544913732204,4.232332230111722,1.9989182060954953,9.0,5.25,2021-12-30 16:45:00+00:00,2021-12-30 17:15:00+00:00,2021-12-30 18:45:00+00:00,True,True,True,True,True,True,2021-12-30 13:30:00+00:00,-0.6673496242189615,True,2021-12-30 13:45:00+00:00,-1.2689372348319452,True,2021-12-30 13:45:00+00:00,-1.2689372348319452,True,2021-12-30 14:15:00+00:00,-1.6221971261749912
634,2022-01-21 01:30:00+00:00,2022-01-21 01:45:00+00:00,-1,39991.27,39808.12428571428,366.2914285714292,3.2327381788115384,3.1783987632797994,1.243151432894988,5.896846383051708,0.5,10.75,2022-01-21 02:15:00+00:00,2022-01-21 02:15:00+00:00,2022-01-21 02:15:00+00:00,True,True,False,False,True,True,2022-01-21 02:15:00+00:00,-0.9846252145052439,False,2022-01-21 13:30:00+00:00,3.1783987632797994,False,2022-01-21 13:30:00+00:00,3.1783987632797994,False,2022-01-21 13:30:00+00:00,3.1783987632797994
638,2022-01-24 00:15:00+00:00,2022-01-24 01:15:00+00:00,1,35820.0,35967.657857142854,295.3157142857152,-8.120353036217875,-8.181249995162538,10.031053932595094,0.23331688604447579,9.75,0.0,,,,True,True,True,True,True,True,2022-01-24 01:15:00+00:00,-0.6705761884375427,True,2022-01-24 01:30:00+00:00,-1.0836933850455301,True,2022-01-24 01:30:00+00:00,-1.0836933850455301,True,2022-01-24 02:15:00+00:00,-1.5608969589446573
641,2022-01-25 17:00:00+00:00,2022-01-25 17:15:00+00:00,1,37178.37,37364.959285714285,373.1785714285709,0.5593051966695406,0.5092420872810824,2.5746100105273304,1.3638530002871074,4.25,11.75,2022-01-25 18:15:00+00:00,2022-01-26 04:45:00+00:00,,True,True,True,True,True,True,2022-01-25 19:15:00+00:00,-0.6456741726480937,True,2022-01-25 20:00:00+00:00,-1.4884074485596794,True,2022-01-25 18:00:00+00:00,-0.3717302545698192,True,2022-01-25 20:00:00+00:00,-1.550063109388455
642,2022-01-26 10:30:00+00:00,2022-01-26 10:45:00+00:00,1,37787.18,37880.96035714286,187.5607142857152,-7.680075023325738,-7.78105821829118,8.789369156654017,5.361568634918187,11.25,8.25,2022-01-26 10:45:00+00:00,2022-01-26 10:45:00+00:00,2022-01-26 10:45:00+00:00,True,True,True,True,True,True,2022-01-26 12:30:00+00:00,-0.7024969904983283,True,2022-01-26 12:45:00+00:00,-0.8658574261667746,True,2022-01-26 11:15:00+00:00,-0.42605317230613293,True,2022-01-26 13:00:00+00:00,-1.6009831949654298
645,2022-01-28 09:15:00+00:00,2022-01-28 09:30:00+00:00,-1,36655.07,36539.66821428572,230.8035714285704,-5.606420116054178,-5.685577617794991,5.8765632495164555,1.692557059961349,11.75,3.0,2022-01-28 09:30:00+00:00,2022-01-28 12:15:00+00:00,2022-01-28 12:15:00+00:00,True,True,True,True,True,True,2022-01-28 13:30:00+00:00,-1.0655017957446722,True,2022-01-28 13:45:00+00:00,-1.5977725887814187,True,2022-01-28 10:30:00+00:00,-0.38760933926498237,True,2022-01-28 13:30:00+00:00,-1.5791575017408106
646,2022-01-28 21:30:00+00:00,2022-01-28 21:45:00+00:00,1,37874.58,37991.445,233.73000000000008,-1.3193642236768917,-1.400636300432122,2.3974029863517776,0.036602062208532446,5.0,0.0,,,,True,True,True,True,True,True,2022-01-28 21:45:00+00:00,-0.9859270204937306,True,2022-01-28 22:30:00+00:00,-0.7672559042484879,True,2022-01-28 22:00:00+00:00,-0.4725141081589854,True,2022-01-28 22:45:00+00:00,-1.5812720767552348
647,2022-01-31 02:30:00+00:00,2022-01-31 04:15:00+00:00,-1,36962.0,36853.37142857143,217.2571428571412,-2.418694108364022,-2.5035092056812243,2.976328248290388,0.2695489216202213,10.25,0.25,,,,True,True,True,True,True,True,2022-01-31 05:30:00+00:00,-0.6723150973172074,True,2022-01-31 05:45:00+00:00,-0.6722690689110961,True,2022-01-31 04:45:00+00:00,-0.27637874802733814,True,2022-01-31 08:15:00+00:00,-1.5848150973171877
650,2022-02-02 15:15:00+00:00,2022-02-02 15:30:00+00:00,-1,37605.76,37502.07928571429,207.3614285714279,3.241100769532858,3.150673925099743,0.7182180182290431,4.688766336210794,0.0,6.0,2022-02-02 15:30:00+00:00,2022-02-02 16:00:00+00:00,2022-02-02 16:00:00+00:00,True,False,False,False,True,False,2022-02-03 03:15:00+00:00,3.150673925099743,False,2022-02-03 03:15:00+00:00,3.150673925099743,True,2022-02-02 19:45:00+00:00,-0.2680428771709926,False,2022-02-03 03:15:00+00:00,3.150673925099743
