R,signal_ts,entry_ts,exit_ts,side,exit_reason,hold_min
-1.0041405817116562,1663324200,1663325280,1663336320,1,SL,184.0
2.219054890735611,1663515000,1663516920,1663553760,-1,TP,614.0
1.1372145795909971,1663660800,1663662480,1663748880,-1,TIME,1440.0
-0.44616431793178524,1663979400,1663982520,1664068920,1,TIME,1440.0
-1.0025563230490413,1664145000,1664146500,1664181900,-1,SL,590.0
2.2200192049382745,1664185500,1664188320,1664247540,1,TP,987.0
-1.0035302931025614,1664524800,1664528580,1664541000,1,SL,207.0
-1.0022178582098167,1664542800,1664544840,1664548500,-1,SL,61.0
-1.004757526539276,1664728200,1664729460,1664807220,-1,SL,1296.0
1.6554130669816258,1664808300,1664811240,1664897640,1,TIME,1440.0
0.21691171847088414,1664953200,1664955300,1665041700,-1,TIME,1440.0
0.8255119041839524,1665068400,1665069540,1665155940,-1,TIME,1440.0
2.216092443365686,1665313200,1665317760,1665390720,-1,TP,1216.0
0.40832358938830093,1665441000,1665442980,1665529380,-1,TIME,1440.0
-1.0036921489001625,1665657000,1665658080,1665664140,-1,SL,101.0
0.35358159186852,1665677700,1665680160,1665766560,1,TIME,1440.0
0.5120444773832696,1666002600,1666006380,1666092780,1,TIME,1440.0
-1.0053629525483254,1666098900,1666100040,1666103040,1,SL,50.0
0.6334257003080332,1666109700,1666111320,1666197720,-1,TIME,1440.0
-1.007321371762317,1666259100,1666260120,1666289400,1,SL,488.0
-1.0056544220730792,1666341900,1666345200,1666354260,1,SL,151.0
-1.0074973567545091,1666452600,1666455180,1666527900,1,SL,1212.0
2.2161105589225687,1666705500,1666706820,1666713720,1,TP,115.0
0.04857999099141882,1666773900,1666776840,1666863240,-1,TIME,1440.0
-1.0043605106778013,1666944900,1666945980,1666963080,-1,SL,285.0
0.3878683839119653,1667017800,1667021520,1667107920,1,TIME,1440.0
2.21586206616974,1667110500,1667111520,1667180580,-1,TP,1151.0
-1.0054605678591704,1667284200,1667285760,1667310180,1,SL,407.0
-1.0056423428537637,1667381400,1667383200,1667412000,1,SL,480.0
-1.0065249034820332,1667516400,1667518260,1667536140,-1,SL,298.0
-1.0048126558428543,1667542500,1667544240,1667565000,1,SL,346.0
1.4657150359413618,1667701800,1667705700,1667792100,-1,TIME,1440.0
2.2194187284840625,1667861100,1667862900,1667880660,-1,TP,296.0
-1.0023488680636918,1667918700,1667921460,1667923440,-1,SL,33.0
-1.001577413573955,1667985300,1667986260,1667989080,1,SL,47.0
-0.5321638146825604,1668089700,1668094320,1668180720,1,TIME,1440.0
