feed,period,shift_min,horizon,candidate_n,candidate_ev,complement_ev,incremental
AMP,LATE,-120,5,14,0.8678357531136126,-0.17764263169232064,1.0454783848059332
AMP,LATE,-120,15,14,1.18256947570956,0.201960873918372,0.9806086017911879
AMP,LATE,-60,5,11,0.5075512962983623,-0.15823851055584748,0.6657898068542097
AMP,LATE,-60,15,11,0.14491657424158125,0.24496858812972286,-0.10005201388814161
AMP,LATE,-30,5,8,-0.525715594072409,-0.1256559564494068,-0.4000596376230022
AMP,LATE,-30,15,8,-0.25079170469206086,0.2540944167596742,-0.5048861214517351
AMP,LATE,-15,5,7,0.07930333301759518,-0.14032428596603033,0.2196276189836255
AMP,LATE,-15,15,7,1.1720527302083024,0.22087283845569233,0.95117989175261
AMP,LATE,-10,5,8,-0.028364771760346796,-0.1382870884446338,0.10992231668428701
AMP,LATE,-10,15,8,0.9964402102957216,0.22231780746062244,0.7741224028350991
AMP,LATE,-5,5,8,1.663094708181882,-0.1812447895225317,1.8443394977044139
AMP,LATE,-5,15,8,1.8039648474946517,0.2017439313536433,1.6022209161410084
AMP,LATE,-3,5,7,1.0833587785840941,-0.16256602051971863,1.2459247991038127
AMP,LATE,-3,15,7,1.5228958875273901,0.2130763238486015,1.3098195636787886
AMP,LATE,-2,5,5,1.1753799507720843,-0.1561768892704492,1.3315568400425335
AMP,LATE,-2,15,5,0.95759427956332,0.2302565988239262,0.7273376807393938
AMP,LATE,-1,5,11,1.03449073571755,-0.1768165036122932,1.2113072393298432
AMP,LATE,-1,15,11,1.4432424221907596,0.19904709511544333,1.2441953270753163
AMP,LATE,1,5,17,-0.19077535459759143,-0.13249728760125284,-0.058278066996338584
AMP,LATE,1,15,17,0.08534909934423325,0.2502569788070467,-0.1649078794628135
AMP,LATE,2,5,15,-0.3003019238562082,-0.12754163044253017,-0.17276029341367802
AMP,LATE,2,15,15,0.45064814567483824,0.23133417276833435,0.2193139729065039
