gc_end_ms,gc_end_utc,period,direction,side,xau_atr,r5,r10,r30,mfe_15m_atr,mae_15m_atr,first025_hit,first025_ms,gc_delta_frac,gc_volume,gc_impact,bias_60s_atr,bias_180s_atr,bias_300s_atr,bias_600s_atr,bias_900s_atr,state
1786446660000,2026-08-11T11:11:00+00:00,TRAIN,1,LONG,3.2028571428568933,-0.09678858162396685,-0.14049955396990807,-0.2653880463872886,0.47457627118604606,-1.7827832292600239,OPP,8111,-0.7073170731707317,41.0,-0.05957446808505335,-0.3543710972347077,0.15142729705582544,0.24041034790324456,-0.8086529884033199,-1.6610169491528648,CROWD_PERSISTS
1786457070000,2026-08-11T14:04:30+00:00,TRAIN,1,LONG,3.663571428571491,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,1.6459348800937363,-0.5486449600312454,OPP,9151,-0.4979253112033195,482.0,-0.3414634146341871,0.20744784558399054,-0.04776759602241708,0.17196334568144625,0.551374536946883,0.038214076817933665,ALL
1786457070000,2026-08-11T14:04:30+00:00,TRAIN,1,LONG,3.663571428571491,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,1.6459348800937363,-0.5486449600312454,OPP,9151,-0.4979253112033195,482.0,-0.3414634146341871,0.20744784558399054,-0.04776759602241708,0.17196334568144625,0.551374536946883,0.038214076817933665,CROWD_PERSISTS
1786457070000,2026-08-11T14:04:30+00:00,TRAIN,1,LONG,3.663571428571491,-0.16377461493478165,-0.2756872684734415,0.21017742249962817,1.6459348800937363,-0.5486449600312454,OPP,9151,-0.4979253112033195,482.0,-0.3414634146341871,0.20744784558399054,-0.04776759602241708,0.17196334568144625,0.551374536946883,0.038214076817933665,REVERSAL_CONFIRM
1786534620000,2026-08-12T11:37:00+00:00,TRAIN,-1,SHORT,1.5089285714282465,0.15242603550330483,0.45396449704178304,0.5633136094672153,1.2624852071006947,-1.3618934911241438,PRED,5257,0.6585365853658537,41.0,-0.19718309859166716,0.9311242603550614,0.35786982248526006,-0.7886390532543425,-0.9576331360952907,-1.0371597633135676,ALL
1786534620000,2026-08-12T11:37:00+00:00,TRAIN,-1,SHORT,1.5089285714282465,0.15242603550330483,0.45396449704178304,0.5633136094672153,1.2624852071006947,-1.3618934911241438,PRED,5257,0.6585365853658537,41.0,-0.19718309859166716,0.9311242603550614,0.35786982248526006,-0.7886390532543425,-0.9576331360952907,-1.0371597633135676,DIVERGE_EARLY
1786539810000,2026-08-12T13:03:30+00:00,TRAIN,-1,SHORT,4.917500000000473,0.0955770208437824,0.34367056431120424,0.5022877478391677,2.4911032028467357,-0.2724961870869378,PRED,6907,0.5111111111111111,450.0,-0.058333333333367966,0.22979156075222998,0.22775800711720867,0.5002541942041465,1.9888154550073827,1.1896288764615763,ALL
1786539810000,2026-08-12T13:03:30+00:00,TRAIN,-1,SHORT,4.917500000000473,0.0955770208437824,0.34367056431120424,0.5022877478391677,2.4911032028467357,-0.2724961870869378,PRED,6907,0.5111111111111111,450.0,-0.058333333333367966,0.22979156075222998,0.22775800711720867,0.5002541942041465,1.9888154550073827,1.1896288764615763,DIVERGE_EARLY
1786550370000,2026-08-12T15:59:30+00:00,TRAIN,-1,SHORT,2.0332142857141013,-0.07869313191632411,-0.22132443351432607,-0.03196908484083893,2.0214298261027004,-2.3558756367466307,OPP,14558,0.5578947368421052,95.0,-0.04912280701771943,-0.8139820832596453,-1.0131740734233439,0.6443000175661338,0.9148076585283861,-1.0377656771468597,ALL
1786550370000,2026-08-12T15:59:30+00:00,TRAIN,-1,SHORT,2.0332142857141013,-0.07869313191632411,-0.22132443351432607,-0.03196908484083893,2.0214298261027004,-2.3558756367466307,OPP,14558,0.5578947368421052,95.0,-0.04912280701771943,-0.8139820832596453,-1.0131740734233439,0.6443000175661338,0.9148076585283861,-1.0377656771468597,CROWD_PERSISTS
