impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,parent_family,raw_24h,cont_24h,rev_24h,p_cont,p_rev,router_conf,router_side
-1.0,0.7778097830438444,1.5328664926415445,-0.46794369520074464,-1.2882836213025746,0.31523044334798134,0.08762678066682075,-0.010477528260150358,0.8968727415326884,-0.44228869021900113,7796,2021-03-23 07:45:00+00:00,DEV_2021_2024,54683.6,54780.02,53000.0,54161.34,55464.2,H4_7D_PIVOT_SWEEP_RECLAIM,0.02396479570624588,-0.02396479570624588,0.02396479570624588,0.23228647404708747,0.406214499327815,0.406214499327815,REV
-1.0,0.4860965224105407,-0.24747667069520826,-0.1666391355545751,-0.9076669802430894,-0.7134244402652274,-0.30276851693408796,-0.02745212012136292,0.8314696123025451,0.5555702330196024,7972,2021-03-25 03:45:00+00:00,DEV_2021_2024,52303.66,52900.0,51500.0,52122.86,52407.19,H4_7D_PIVOT_SWEEP_RECLAIM,0.005288164490151903,-0.005288164490151903,0.005288164490151903,0.1533294432245425,0.4323304786315055,0.4323304786315055,REV
-1.0,1.1672021182171555,0.6963493959549706,-0.3944577564005055,-1.1980697201229464,0.45674733189160094,-0.08885383329550808,-0.07823818397284443,-0.8968727415326885,0.442288690219001,9284,2021-04-07 19:45:00+00:00,DEV_2021_2024,56451.46,56850.0,55473.0,56153.83,57734.94,H4_7D_PIVOT_SWEEP_RECLAIM,0.028156578428118362,-0.028156578428118362,0.028156578428118362,0.17367191096037077,0.3288254361784632,0.3288254361784632,REV
-1.0,-1.386661441728821,0.19817783809687578,-1.6374653344249013,-1.256719460285004,0.12184365804765658,0.5555216260603876,0.03939844874474815,-0.0654031292301428,0.9978589232386035,10730,2021-04-22 23:45:00+00:00,DEV_2021_2024,52923.54,52932.39,50500.0,51690.96,51125.14,H4_7D_PIVOT_SWEEP_RECLAIM,-0.010946016662491176,0.010946016662491176,-0.010946016662491176,0.23040400618821852,0.38468350423808195,0.38468350423808195,REV
-1.0,0.4789587067816881,1.074616048126869,-0.34676050646211914,-1.0235655546254898,-0.06875106809144864,0.16837748456281829,0.02346418512548962,-0.0654031292301428,0.9978589232386035,11000,2021-04-25 23:45:00+00:00,DEV_2021_2024,49333.01,49593.18,46930.0,49066.77,54001.39,H4_7D_PIVOT_SWEEP_RECLAIM,0.1005697135902186,-0.1005697135902186,0.1005697135902186,0.214610577998808,0.3809589823134167,0.3809589823134167,REV
1.0,0.7978444865789496,0.3557107974534735,-0.1956942730713751,2.2938787908457394,-1.1709218502976382,-0.5054351969858124,0.021050708473936544,-0.8968727415326885,0.442288690219001,11464,2021-04-30 19:45:00+00:00,DEV_2021_2024,57180.05,57385.0,56277.39,57007.38,57770.31,H4_7D_PIVOT_SWEEP_RECLAIM,0.013383004095259166,0.013383004095259166,-0.013383004095259166,0.10223298341347596,0.32303934850208077,0.32303934850208077,REV
1.0,-0.5461175681432905,0.433037034078628,-0.14371155824083456,0.7821103555834933,-0.5598059381419038,-0.47085698137286525,-0.016427234934523575,0.06540312923014312,-0.9978589232386035,11720,2021-05-03 11:45:00+00:00,DEV_2021_2024,58787.88,58981.44,58277.12,58657.63,56143.42,H4_7D_PIVOT_SWEEP_RECLAIM,-0.04286261772550004,-0.04286261772550004,0.04286261772550004,0.13070841139544595,0.34241348274503375,0.34241348274503375,REV
1.0,-0.24975878587027,0.03002089293556832,0.08759318251159472,0.944977518674843,-0.5450311809823453,-0.2606214228892237,-0.028726930460955022,0.06540312923014312,-0.9978589232386035,12200,2021-05-08 11:45:00+00:00,DEV_2021_2024,58463.06,59379.26,58305.0,58556.09,57907.49,H4_7D_PIVOT_SWEEP_RECLAIM,-0.011076559244307393,-0.011076559244307393,0.011076559244307393,0.11855570376157898,0.3364589098833503,0.3364589098833503,REV
-1.0,4.062707973441774,0.505230850676804,1.0409061936854511,-3.304276801706888,1.2183057245391757,2.529464471417139,-0.018204621069934816,0.8314696123025451,0.5555702330196024,12648,2021-05-13 03:45:00+00:00,DEV_2021_2024,49537.15,50829.98,46000.0,50461.99,49157.93,H4_7D_PIVOT_SWEEP_RECLAIM,-0.025842421196627385,0.025842421196627385,-0.025842421196627385,0.24682686534330622,0.41671371972209004,0.41671371972209004,REV
-1.0,1.7273642631457409,2.076424316614487,1.1567511271337205,0.03905928992274275,0.3341684686739166,1.2464741023048909,-0.005148403237215536,-0.0654031292301428,0.9978589232386035,13016,2021-05-16 23:45:00+00:00,DEV_2021_2024,45553.24,46480.0,43825.39,46431.5,43538.04,H4_7D_PIVOT_SWEEP_RECLAIM,-0.06222242612730611,0.06222242612730611,-0.06222242612730611,0.20862070908599195,0.326374443700134,0.326374443700134,REV
-1.0,1.3267509183212178,2.6237347726775133,-0.184596756563424,-2.357211113402654,1.7080116451535987,0.8504181634331244,0.0041765326533853495,0.8968727415326884,-0.44228869021900113,13240,2021-05-19 07:45:00+00:00,DEV_2021_2024,40591.99,40846.97,38550.0,40371.44,39959.68,H4_7D_PIVOT_SWEEP_RECLAIM,-0.009795569220948708,0.009795569220948708,-0.009795569220948708,0.35591563433984935,0.3615010364223619,0.3615010364223619,REV
-1.0,1.5450852387398863,-1.8674644489242676,-2.130915924912211,-3.3202899247977924,2.9530684979523683,4.3993146932855804,-0.004343262059803532,0.06540312923014312,-0.9978589232386035,13256,2021-05-19 11:45:00+00:00,DEV_2021_2024,40354.98,40888.0,36333.0,38700.0,40475.17,H4_7D_PIVOT_SWEEP_RECLAIM,0.04587002583979327,-0.04587002583979327,0.04587002583979327,0.28241382369619,0.3510153760448451,0.3510153760448451,REV
-1.0,0.04922743925647121,0.8275173120805003,0.28166084992439644,-1.2983033190787578,-0.6743833571315401,-0.5991293617744132,0.05064869207187207,0.8968727415326884,-0.44228869021900113,15160,2021-06-08 07:45:00+00:00,DEV_2021_2024,32817.09,33246.09,32123.0,32966.7,34169.05,H4_7D_PIVOT_SWEEP_RECLAIM,0.036471651697015606,-0.036471651697015606,0.036471651697015606,0.20427146466880808,0.44073240811851633,0.44073240811851633,REV
1.0,0.7202727123757151,0.019287591644469658,0.007713171720635323,2.0206961766783422,-0.5888531071858895,-0.25751002433690334,0.06226969293004597,0.8314696123025451,0.5555702330196024,15720,2021-06-14 03:45:00+00:00,DEV_2021_2024,39020.56,39800.0,38730.0,38975.14,40404.86,H4_7D_PIVOT_SWEEP_RECLAIM,0.03668287015774663,0.03668287015774663,-0.03668287015774663,0.14655787007698615,0.3496144062332988,0.3496144062332988,REV
-1.0,-0.24234124664594675,0.28956564429301374,0.7588711261303274,-0.8016284730719401,-0.36808284200215347,-0.5822373275945809,0.03329966321806964,-0.8314696123025452,-0.5555702330196022,16344,2021-06-20 15:45:00+00:00,DEV_2021_2024,33870.56,34666.0,33336.0,34422.71,32687.99,H4_7D_PIVOT_SWEEP_RECLAIM,-0.050378085480523915,0.050378085480523915,-0.050378085480523915,0.17166819522518845,0.3420459793134407,0.3420459793134407,REV
-1.0,1.3151538091844,0.47506142292462455,-0.687712155289756,-0.7235217685939795,1.75825480431917,1.7103821908848096,0.050060786056086416,0.06540312923014312,-0.9978589232386035,16424,2021-06-21 11:45:00+00:00,DEV_2021_2024,33025.5,33577.12,31710.0,32520.56,31243.41,H4_7D_PIVOT_SWEEP_RECLAIM,-0.03957095271294664,0.03957095271294664,-0.03957095271294664,0.27360726556810827,0.3170717845294061,0.3170717845294061,REV
1.0,0.8222033347463302,0.26635829179720616,0.17288192729115023,1.0971909702556844,-1.0731143459013686,-0.5325188940235954,0.01858147626938782,-0.8968727415326885,0.442288690219001,17224,2021-06-29 19:45:00+00:00,DEV_2021_2024,36248.99,36600.0,36050.0,36382.39,34743.56,H4_7D_PIVOT_SWEEP_RECLAIM,-0.04504459437656516,-0.04504459437656516,0.04504459437656516,0.11215792005599415,0.33686362391117336,0.33686362391117336,REV
-1.0,0.669607715719425,0.6486283961877265,0.32867382413236995,-1.3021003732218488,-0.7556708083494678,-0.11795388199848657,-0.01156600356024237,0.06540312923014312,-0.9978589232386035,18056,2021-07-08 11:45:00+00:00,DEV_2021_2024,32487.56,32748.88,32077.0,32696.44,32774.99,H4_7D_PIVOT_SWEEP_RECLAIM,0.0024027087972600114,-0.0024027087972600114,0.0024027087972600114,0.15261551432676335,0.42459629464055837,0.42459629464055837,REV
