transition_time,old,new,runner_up_prior_bar,match
2022-09-27 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-09-27 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2022-10-02 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-10-03 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2022-10-04 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-10-09 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2022-10-14 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-10-14 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-10-24 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-10-24 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-10-25 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-10-26 08:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2022-10-28 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-10-29 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-10-30 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-11-04 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-11-06 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-11-08 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-11-12 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-11-14 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-11-14 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-11-21 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-11-21 20:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2022-11-22 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-11-26 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-11-27 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2022-11-30 08:00:00+00:00,PULLBACK,RANGE,EXPANSION,False
2022-11-30 20:00:00+00:00,RANGE,EXPANSION,REVERSAL,False
2022-12-01 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-12-05 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-12-05 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2022-12-06 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2022-12-13 20:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2022-12-15 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2022-12-16 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2022-12-18 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-01-09 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-01-18 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-02-05 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-02-09 20:00:00+00:00,RANGE,EXPANSION,PULLBACK,False
2023-02-11 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-02-15 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-02-17 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-02-17 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-02-20 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-02-24 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-02-25 20:00:00+00:00,EXPANSION,REVERSAL,PULLBACK,False
2023-02-26 12:00:00+00:00,REVERSAL,PULLBACK,PULLBACK,True
2023-03-02 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-03-05 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-03-09 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-03-12 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-03-13 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-03-16 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-03-16 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-03-19 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-03-28 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-03-28 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-04-04 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-04-04 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-04-06 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-04-10 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-04-11 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-04-13 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-04-14 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-04-14 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-04-19 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-04-23 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-04-26 12:00:00+00:00,PULLBACK,EXPANSION,REVERSAL,False
2023-04-29 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-05-01 16:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2023-05-02 04:00:00+00:00,EXPANSION,PULLBACK,RANGE,False
2023-05-03 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-05-04 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-05-07 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-05-10 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-05-12 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-05-13 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-05-18 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-05-19 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-05-23 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-05-24 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-05-28 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-05-29 00:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2023-05-30 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-06-03 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-06-05 16:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2023-06-07 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-06-17 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-06-20 20:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2023-06-25 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-07-05 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-07-06 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-07-10 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-07-11 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-07-13 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-07-15 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-07-24 16:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2023-07-25 04:00:00+00:00,EXPANSION,RANGE,RANGE,True
2023-07-25 16:00:00+00:00,RANGE,REVERSAL,REVERSAL,True
2023-07-26 04:00:00+00:00,REVERSAL,PULLBACK,PULLBACK,True
2023-08-08 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-08-09 16:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2023-08-13 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-08-17 00:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2023-08-22 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-08-29 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-08-31 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-09-08 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-09-08 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-09-11 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-09-13 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-09-13 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-09-15 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-09-18 12:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2023-09-19 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-09-28 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-09-29 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-10-02 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-10-03 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-10-11 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-10-11 12:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2023-10-13 04:00:00+00:00,EXPANSION,PULLBACK,RANGE,False
2023-10-16 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-10-16 12:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2023-10-18 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-10-19 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-10-22 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-10-23 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-10-27 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-11-09 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-11-11 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-11-14 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-11-15 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-11-15 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-11-16 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-11-22 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-11-22 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-11-27 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-11-29 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-12-04 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-12-08 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-12-11 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2023-12-13 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2023-12-18 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-12-19 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-12-26 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-12-27 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2023-12-28 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2023-12-29 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-01-01 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-01-02 00:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2024-01-03 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-01-08 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-01-09 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-01-12 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-01-14 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-01-18 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-01-19 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-01-26 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-01-27 04:00:00+00:00,EXPANSION,REVERSAL,REVERSAL,True
2024-01-27 16:00:00+00:00,REVERSAL,PULLBACK,PULLBACK,True
2024-01-28 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-01-28 16:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2024-01-29 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-01-30 16:00:00+00:00,EXPANSION,RANGE,RANGE,True
2024-01-31 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-02-08 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-02-13 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-02-14 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-02-16 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-02-23 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-02-25 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-02-26 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-03-02 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-03-04 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-03-06 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-03-06 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-03-07 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-03-11 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-03-12 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-03-16 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-03-17 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-03-19 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-03-20 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-03-25 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-03-25 20:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2024-03-26 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-04-02 08:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2024-04-03 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-04-08 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-04-09 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-04-13 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-04-15 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-04-15 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-04-17 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-04-17 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-04-18 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-04-22 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-04-25 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-04-30 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-05-02 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-05-04 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-05-05 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-05-13 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-05-14 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-05-15 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-05-16 16:00:00+00:00,RANGE,REVERSAL,PULLBACK,False
2024-05-17 04:00:00+00:00,REVERSAL,PULLBACK,PULLBACK,True
2024-05-17 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-05-19 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-05-20 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-05-22 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-05-28 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-05-29 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-05-29 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-05-31 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-05-31 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-06-03 20:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2024-06-11 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-06-12 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-06-14 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-06-15 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-06-24 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-06-25 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-07-01 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-07-01 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-07-03 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-07-06 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-07-14 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-07-15 00:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2024-07-17 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-08-01 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-08-02 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-08-02 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-08-06 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-08-08 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-08-09 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-08-18 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-08-19 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-08-20 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-08-24 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-08-28 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-08-29 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-09-06 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-09-07 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-09-13 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-09-14 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-09-19 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-09-21 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-10-01 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-10-04 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-10-09 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-10-11 04:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2024-10-14 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-10-17 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-10-28 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-10-31 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-11-06 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-11-09 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-11-10 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-11-14 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-11-21 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-11-23 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-11-26 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-11-27 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-12-03 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-12-04 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2024-12-05 00:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2024-12-06 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-12-19 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2024-12-21 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2024-12-27 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2024-12-30 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-01-02 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-01-04 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-01-06 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-01-07 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-01-08 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-01-10 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-01-15 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-01-16 08:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2025-01-17 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-01-18 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-01-20 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-01-20 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-01-27 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-01-30 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-02-01 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-02-02 20:00:00+00:00,RANGE,REVERSAL,REVERSAL,True
2025-02-03 08:00:00+00:00,REVERSAL,EXPANSION,EXPANSION,True
2025-02-04 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-02-15 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-02-17 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-02-20 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-02-21 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-02-24 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-02-28 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-03-02 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-03-05 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-03-09 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-03-10 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-03-15 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-03-16 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-03-18 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-03-19 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-03-19 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-03-25 00:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2025-03-28 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-03-29 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-04-02 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-04-03 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-04-06 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-04-08 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-04-12 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-04-13 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-04-15 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-04-21 08:00:00+00:00,RANGE,EXPANSION,PULLBACK,False
2025-04-26 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-05-01 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-05-02 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-05-08 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-05-12 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-05-21 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-05-23 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-05-29 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-05-30 00:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2025-05-31 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-06-04 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-06-06 16:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-06-08 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-06-09 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-06-09 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-06-11 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-06-13 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-06-14 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-06-21 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-06-22 08:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2025-06-22 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-06-23 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-06-25 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-06-26 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-07-01 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-07-02 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-07-10 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-07-15 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-07-25 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-07-25 16:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2025-07-30 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-07-31 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-07-31 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-08-01 08:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2025-08-03 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-08-06 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-08-08 04:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
2025-08-10 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-08-11 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-08-13 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-08-14 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-08-18 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
